,200000_201500_train_weight,200000_201500_train_std,200000_201500_val_weight,200000_201500_val_std,200100_201600_train_weight,200100_201600_train_std,200100_201600_val_weight,200100_201600_val_std,200200_201700_train_weight,200200_201700_train_std,200200_201700_val_weight,200200_201700_val_std,200300_201800_train_weight,200300_201800_train_std,200300_201800_val_weight,200300_201800_val_std,200400_201900_train_weight,200400_201900_train_std,200400_201900_val_weight,200400_201900_val_std,200500_202000_train_weight,200500_202000_train_std,200500_202000_val_weight,200500_202000_val_std
y_Net income,7.748603820800782e-08,7.679521278575138e-08,-3.0100345611572266e-06,3.922148675051236e-07,2.384185791015625e-06,1.809862428985712e-06,2.8252601623535155e-06,1.0505264109612012e-05,-8.529424667358398e-06,3.950326780319632e-06,-3.157258033752442e-05,3.783950349877242e-05,1.4901161193847656e-07,2.542821050608342e-07,7.867813110351562e-07,4.308001726803134e-06,4.561543464660644e-05,7.572853977597773e-06,3.363490104675293e-05,3.202499711365939e-05,0.0,0.0,0.0,0.0
y_Net income pct,1.0132789611816406e-07,4.042583693936627e-08,-1.2516975402832032e-07,5.778884717722332e-08,-6.556510925292969e-07,9.422436777884186e-07,-1.233816146850586e-06,5.593317142404604e-07,1.6689300537109374e-07,1.0761898806850784e-07,6.377696990966797e-06,2.0124844331901232e-07,1.1920928955078126e-08,3.0392524681048305e-08,8.344650268554687e-08,3.8600623270731395e-07,6.22868537902832e-06,5.925433211576145e-06,-7.331371307373047e-06,2.5623758798800783e-06,0.0,0.0,0.0,0.0
y_Net income pct_sft_1,-8.940696716308594e-08,1.884864366154897e-08,-1.728534698486328e-07,6.078504936209661e-08,-4.1723251342773435e-08,1.2028624912384175e-06,-7.665157318115234e-06,1.1588350917894359e-05,-2.0265579223632812e-07,1.916639231540385e-07,0.0,4.2146848510894035e-08,6.556510925292969e-08,1.3113021850585939e-07,-4.76837158203125e-08,2.384185791015625e-08,1.996755599975586e-06,2.3389032734632297e-06,-8.219480514526368e-06,5.328581903366846e-06,0.0,0.0,0.0,0.0
y_Net income pct_sft_2,1.1920928955078126e-08,9.348623240803553e-08,-8.344650268554687e-08,1.1920928955078124e-08,,,,,-2.86102294921875e-07,8.354436721509993e-07,-3.5762786865234374e-08,9.866324280051499e-08,1.1920928955078126e-08,2.384185791015625e-08,-2.9802322387695312e-08,1.6539617688073645e-07,1.537203788757324e-05,4.5265558328925185e-06,-3.159046173095703e-06,3.1741921796069975e-06,0.0,0.0,0.0,0.0
y_Net income pct_sft_3,4.76837158203125e-08,3.5762786865234374e-08,1.7881393432617187e-08,2.384185791015625e-08,,,,,6.556510925292969e-08,3.4622039154666916e-07,-7.569789886474609e-07,2.4762842747975577e-07,,,,,,,,,0.0,0.0,0.0,0.0
y_Net income_sft_1,1.2516975402832032e-07,1.4526912697498726e-07,-6.020069122314453e-07,1.98940268376811e-07,-7.033348083496094e-07,3.024581890834523e-06,-8.404254913330078e-06,1.4768282180255983e-05,-3.1709671020507814e-06,8.132485342412252e-07,7.140636444091797e-06,1.6345806340706182e-06,-4.1723251342773435e-08,1.4180394713127995e-07,-2.8014183044433595e-07,1.0907161420292338e-06,2.4259090423583986e-06,7.423006531330624e-06,1.3768672943115235e-06,1.913640886279771e-05,0.0,0.0,0.0,0.0
y_Net income_sft_2,-2.0265579223632812e-07,9.866324280051499e-08,-6.556510925292969e-08,4.548736579022149e-07,,,,,1.2797117233276367e-05,9.97655343806788e-06,-6.848573684692383e-06,1.2230640728919878e-05,1.722574234008789e-06,3.5670977207207466e-06,-9.495019912719727e-06,1.9265615358515004e-05,9.232759475708008e-06,5.630522411048857e-06,-4.500150680541992e-06,1.223107062658061e-05,0.0,0.0,0.0,0.0
y_Net income_sft_3,3.5762786865234374e-08,2.510480843621813e-07,-8.761882781982421e-07,8.740975939578119e-07,,,,,-2.0265579223632812e-07,1.2562871983230326e-06,1.633167266845703e-06,1.5592511276091271e-06,,,,,,,,,0.0,0.0,0.0,0.0
y_dividendperstock,5.069971084594727e-05,7.678975365490265e-06,3.170967102050781e-05,2.8825930249279875e-05,0.00021108388900756836,1.9620065547195552e-05,0.00026499032974243165,0.0001264024033442901,-6.0164928436279296e-05,8.924724378456485e-05,3.4928321838378907e-06,2.9819245302068e-06,0.004014050960540772,5.8058534447261426e-06,5.32984733581543e-05,4.8886767473033394e-05,0.00026598572731018066,0.00010706505948810057,5.408525466918945e-05,0.00010082133222250682,0.0,0.0,0.0,0.0
y_dividendperstock pct,3.740787506103516e-05,6.88172730630368e-06,2.2411346435546876e-06,2.430355106544676e-05,0.0002766847610473633,4.316364090970366e-05,0.00023577213287353515,0.00016047214885918777,9.649991989135743e-06,9.988206514633433e-05,-2.721548080444336e-05,3.62804782135711e-05,-4.118680953979492e-06,6.998697083710478e-06,0.000885307788848877,0.0013146012913064972,0.0012627303600311278,7.41125634383534e-05,-0.0005378365516662597,0.000332954512276291,5.960464477539063e-09,1.1920928955078126e-08,0.0,0.0
y_dividendperstock pct_sft_1,7.003545761108398e-05,8.5793841585585e-06,-7.598996162414551e-05,3.687377362481147e-05,0.00014908909797668458,8.773994144091215e-05,0.00012494325637817382,0.00017523494867582556,3.265738487243652e-05,6.140671266492755e-05,2.5033950805664064e-07,6.1902974809263356e-06,9.5367431640625e-08,3.3738545651638285e-07,1.1849403381347657e-05,1.7657091077025493e-05,0.0012029349803924561,7.216928174166912e-05,0.00014069676399230957,0.0002876304597589469,1.7881393432617187e-08,1.460009659995543e-08,0.0,0.0
y_dividendperstock pct_sft_2,9.755492210388184e-05,1.0987815165422932e-05,9.288787841796876e-05,5.5864255454673825e-05,,,,,-9.766221046447754e-05,0.00022019204957262378,-3.0612945556640626e-05,3.152032254339766e-05,6.248354911804199e-05,0.0001472948404259113,0.00032246708869934084,0.0006657945907204576,0.0022539496421813965,0.00013108704950936623,0.0010486185550689698,0.0006475073551329956,0.0,0.0,0.0,0.0
y_dividendperstock pct_sft_3,0.00024014711380004883,1.4743338708766713e-05,0.00010023117065429687,9.669354088148633e-05,,,,,-7.826685905456542e-05,6.47528971925168e-05,6.0856342315673825e-06,5.868923578848572e-05,,,,,,,,,0.0,0.0,0.0,0.0
y_dividendperstock_sft_1,7.907748222351074e-05,2.6863335315715187e-05,4.180669784545898e-05,5.498499049648099e-05,0.00010840296745300293,6.94243026841043e-05,0.0002140522003173828,8.231050454846041e-05,-4.953145980834961e-06,1.9845978492494838e-05,9.447336196899414e-06,1.730453314314842e-05,0.0006278157234191895,0.001176311253577181,-4.056692123413086e-05,5.30725908961376e-05,0.0006873011589050293,7.89690801763079e-05,-0.00011311769485473633,0.000415124743978288,0.0,0.0,0.0,0.0
y_dividendperstock_sft_2,5.312561988830566e-05,2.0953271720421998e-05,-4.631280899047852e-06,2.7272030800632514e-05,,,,,3.0994415283203125e-06,2.5592439601435855e-05,-5.9247016906738285e-06,5.229333742072721e-05,6.735324859619141e-06,7.2571684139643794e-06,-6.712079048156738e-05,5.415904603795061e-05,0.0004692554473876953,0.00015516666840654714,-0.0003359556198120117,0.00011354902189031625,0.0,0.0,0.0,0.0
y_dividendperstock_sft_3,2.111196517944336e-05,5.4017266319954814e-06,2.180337905883789e-05,1.3240559744848791e-05,,,,,2.0229816436767577e-05,0.00022514510480681449,-8.311867713928223e-05,5.992049632776367e-05,,,,,,,,,0.0,0.0,0.0,0.0
y_dividendyield,2.2137165069580077e-05,3.5456698566491785e-06,-2.651214599609375e-05,2.6073428994983315e-05,0.00038459300994873045,8.499350734051884e-05,0.000353395938873291,0.00029828954539169267,-1.7571449279785157e-05,4.883241835383537e-05,-1.0836124420166016e-05,8.555296289866553e-05,-2.821683883666992e-05,8.309353530762515e-06,2.231001853942871e-05,5.927846769866737e-05,0.0008940219879150391,7.106365016931947e-05,0.0008319437503814698,0.0001808529044800217,0.0,0.0,5.960464477539063e-09,1.1920928955078127e-08
y_dividendyield pct,6.28352165222168e-05,1.1464835281720275e-05,1.3554096221923828e-05,9.514260613215123e-06,0.0006054878234863281,0.00014766223219791574,0.0005407631397247314,0.00031320719314482595,-1.4424324035644531e-05,0.00014064537479759544,2.631545066833496e-05,0.00011733714265804531,-0.0001549839973449707,3.883625512629535e-05,5.561113357543945e-06,9.380869703966841e-05,0.0014026999473571778,0.00013106931062981155,-8.744001388549805e-05,0.00022482791498617513,0.0,0.0,0.0,0.0
y_dividendyield pct_sft_1,4.358887672424316e-05,9.059447195331422e-06,-1.2320280075073242e-05,1.616605654106976e-05,8.591413497924805e-05,6.903094738766048e-05,-8.297562599182128e-05,0.00015242609744682426,-7.672309875488282e-05,6.124568417621515e-05,7.272958755493164e-05,0.00014500329142517508,0.0014555633068084716,1.5353952874438754e-06,2.257823944091797e-05,3.548220798477026e-05,0.0030047714710235594,0.0002447104225120214,0.001338273286819458,0.0008598871041311521,0.0,0.0,0.0,0.0
y_dividendyield pct_sft_2,0.0002539396286010742,1.9289018983929454e-05,2.7948617935180663e-05,2.980100748022407e-05,,,,,3.6716461181640625e-05,1.5720932685692275e-05,-0.0001670360565185547,0.00021447874885665357,-1.0311603546142579e-06,6.565894651119014e-06,6.815791130065918e-05,0.0001732993592259673,0.004913234710693359,0.0001934040198161338,0.004187393188476563,0.00038446838802330674,0.0,0.0,0.0,0.0
y_dividendyield pct_sft_3,0.0004627764225006104,1.5999338955344665e-05,1.4746189117431641e-05,2.919792644693195e-05,,,,,1.9311904907226562e-05,7.981038120239941e-05,3.892779350280762e-05,0.0001323740799906389,,,,,,,,,0.0,0.0,0.0,0.0
y_dividendyield_sft_1,2.9104948043823243e-05,9.696003187015125e-06,3.241300582885742e-05,2.6611018174342785e-05,0.0006276309490203857,0.00015365431931464686,0.0012388408184051513,0.0001427742550706317,-0.00013554692268371581,6.724394996203272e-05,-0.00012410879135131835,0.0002583880467052651,1.2636184692382812e-06,3.809366375643248e-06,-3.209710121154785e-05,1.745091267786199e-05,0.0014708161354064942,0.00013704097224877064,-0.00024927258491516115,0.00023674554736641032,0.0,0.0,1.7881393432617187e-08,1.460009659995543e-08
y_dividendyield_sft_2,4.8667192459106445e-05,1.336663894630886e-05,2.7751922607421876e-05,2.6157071711355306e-05,,,,,-0.00012274980545043946,0.0001350755383685068,-6.032586097717285e-05,3.382742610260946e-05,-7.349252700805664e-06,9.120613075142643e-06,0.0017231345176696778,0.001427550147669049,0.001981019973754883,0.00024044465977257802,-0.00041008591651916506,0.000922723061769771,0.0,0.0,0.0,1.884864366154897e-08
y_dividendyield_sft_3,7.429122924804688e-05,7.717395253019417e-06,0.00017410516738891602,8.190033903545515e-06,,,,,-6.377696990966797e-06,7.16585795222591e-05,-3.0505657196044923e-05,2.0612210031855354e-05,,,,,,,,,0.0,0.0,0.0,0.0
y_eps,-3.933906555175781e-07,4.026310299134163e-06,2.592802047729492e-06,1.0132596771424776e-05,-1.8215179443359376e-05,1.6566139288507063e-05,1.1402368545532227e-05,5.105427001995898e-05,2.384185791015625e-08,4.76837158203125e-08,-5.960464477539063e-08,1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.0,0.0,2.0891427993774414e-05,3.2340026906124015e-05,2.6226043701171877e-07,2.982615471648408e-07,0.0,0.0,0.0,0.0
y_eps pct,2.1517276763916016e-06,1.5720717997345987e-06,-1.583695411682129e-05,7.5195600263006065e-06,-4.252791404724121e-05,5.112711183449067e-05,6.581544876098633e-05,4.6874987470799315e-05,-3.860592842102051e-05,1.4787678128593334e-05,-1.608729362487793e-05,4.0356086137702365e-06,-9.143352508544922e-06,6.155875834688741e-06,-1.5532970428466798e-05,9.654193588470816e-06,0.0006587743759155273,0.00011032034072125251,0.0003229498863220215,0.00021686604084256394,0.0,0.0,0.0,0.0
y_eps pct_sft_1,1.0865926742553712e-05,4.243189312798323e-06,1.2516975402832032e-07,1.3992847647072254e-05,4.723072052001953e-05,1.9845629411566175e-05,-0.00017659664154052735,6.343078745283958e-05,4.732608795166016e-06,1.4058768535828136e-05,-2.1535158157348633e-05,5.635157090372484e-05,-1.3113021850585939e-07,3.4683553042354955e-07,4.726648330688476e-06,2.5500073589404488e-05,0.00025423765182495115,6.868249553982726e-05,-0.00010926127433776855,0.0002515677420755613,0.0,0.0,0.0,0.0
y_eps pct_sft_2,3.981590270996094e-06,1.1240810233262486e-06,6.663799285888672e-06,3.229867851458112e-06,,,,,1.119375228881836e-05,8.272828384007103e-06,-7.701516151428222e-05,3.416429571665032e-05,1.2755393981933593e-06,3.454262728687358e-06,8.127689361572265e-05,7.79950165151935e-05,0.0008754432201385498,0.00012618558382853542,0.0005328238010406494,0.0006775312503940091,0.0,0.0,0.0,0.0
y_eps pct_sft_3,2.1398067474365234e-05,5.3859978649744865e-06,-2.1326541900634766e-05,1.0630628341195325e-05,,,,,1.0579824447631836e-05,1.5621352871670288e-05,-2.8365850448608397e-05,1.663396167050535e-05,,,,,,,,,0.0,0.0,0.0,0.0
y_eps_sft_1,1.329183578491211e-06,2.6962521937649513e-06,-1.317262649536133e-06,9.569495554347509e-06,7.110834121704101e-06,2.4320817660748016e-05,4.281401634216308e-05,3.835072621804103e-05,0.0,0.0,0.0,0.0,8.344650268554687e-08,1.1920928955078124e-08,0.0,0.0,1.4138221740722656e-05,1.8398599316818075e-05,-5.3644180297851564e-08,2.3647349387261122e-07,0.0,0.0,0.0,0.0
y_eps_sft_2,6.318092346191406e-07,2.0449171397627194e-06,-8.821487426757813e-07,3.0264606883513783e-06,,,,,2.9802322387695312e-08,0.0,0.0,0.0,5.3644180297851564e-08,1.1920928955078126e-08,0.0,0.0,2.0265579223632812e-06,2.2439157890320362e-05,0.0,4.2146848510894035e-08,0.0,0.0,0.0,0.0
y_eps_sft_3,3.814697265625e-07,6.918761746740377e-07,1.2755393981933593e-06,2.8934601937197152e-06,,,,,5.960464477539063e-09,1.1920928955078126e-08,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0
y_roa,-2.384185791015625e-08,2.920019319991086e-08,0.0,1.1920928955078125e-07,-4.4107437133789065e-07,7.519167871808102e-07,8.344650268554687e-08,1.8313278550788423e-07,-1.4901161193847656e-07,7.539457464619587e-08,2.2053718566894532e-07,5.840038639982171e-08,-1.1920928955078125e-07,0.0,7.152557373046875e-08,1.0426554491839349e-07,8.285045623779297e-07,1.8964583216081757e-06,8.344650268554687e-08,1.782168911424405e-07,0.0,0.0,0.0,0.0
y_roa pct,2.1457672119140626e-07,8.513246093443453e-08,-3.0994415283203126e-07,6.419616707723741e-08,7.212162017822265e-07,1.6174069340298875e-06,-6.079673767089843e-07,7.802518926598345e-07,2.1457672119140626e-07,2.233385323905372e-07,1.2636184692382812e-06,1.2587733317579552e-07,0.0,0.0,3.337860107421875e-07,8.097022800300394e-07,7.30752944946289e-06,3.1083350781479647e-06,-3.063678741455078e-06,1.354796661870515e-06,0.0,0.0,0.0,0.0
y_roa pct_sft_1,-5.960464477539063e-08,3.264680847556389e-08,0.0,7.771494871619521e-08,1.615285873413086e-06,1.566752050973739e-06,-8.463859558105469e-06,5.0655883259373116e-06,5.960464477539063e-08,1.8942652442539576e-07,1.5497207641601563e-07,8.085167387873254e-08,5.960464477539063e-09,1.1920928955078127e-08,0.0,0.0,3.8743019104003906e-07,1.2378551650603781e-06,-2.8967857360839845e-06,2.4540470789049425e-06,0.0,0.0,0.0,0.0
y_roa pct_sft_2,3.5762786865234374e-08,7.152557373046875e-08,5.3644180297851564e-08,3.953724849647761e-08,,,,,-6.079673767089843e-07,7.782002143975118e-07,-1.7881393432617187e-08,6.951036327892901e-08,2.384185791015625e-08,1.1920928955078126e-08,-8.344650268554687e-08,6.078504936209661e-08,5.877017974853515e-06,2.573264437071232e-06,1.1205673217773438e-06,2.778983066956216e-06,0.0,0.0,0.0,0.0
y_roa pct_sft_3,-3.5762786865234374e-08,4.3800289799866286e-08,-2.9802322387695312e-08,0.0,,,,,-1.9669532775878905e-07,1.3670140434717793e-07,4.172325134277344e-07,5.67966902235584e-07,,,,,,,,,0.0,0.0,0.0,0.0
y_roa_sft_1,-4.1723251342773435e-08,3.5762786865234374e-08,5.960464477539063e-09,1.1920928955078126e-08,1.7881393432617187e-08,3.463229905684936e-07,1.2516975402832032e-07,8.920806376395086e-08,1.7881393432617187e-08,1.3140086939959886e-07,7.748603820800782e-08,1.8716238103041152e-07,3.5762786865234375e-07,0.0,0.0,0.0,-2.562999725341797e-07,8.640823495111522e-07,1.0728836059570313e-07,1.244581521619624e-07,0.0,0.0,0.0,0.0
y_roa_sft_2,-1.0132789611816406e-07,7.679521278575138e-08,-3.5762786865234374e-08,2.9285236588807697e-07,,,,,1.6689300537109374e-07,1.0080060079865315e-07,-4.1723251342773435e-08,8.960542904360835e-08,1.3113021850585938e-06,0.0,-1.1920928955078126e-08,2.384185791015625e-08,-4.76837158203125e-08,3.56433782284881e-07,-2.9802322387695312e-08,7.996802249550067e-08,0.0,0.0,0.0,0.0
y_roa_sft_3,0.0,5.65459309846469e-08,-5.960464477539063e-09,1.1920928955078126e-08,,,,,1.3113021850585939e-07,5.5275073620651385e-08,5.960464477539063e-08,9.233911862867873e-08,,,,,,,,,0.0,0.0,0.0,0.0
y_roe,-5.960464477539063e-08,3.264680847556389e-08,-1.1920928955078126e-08,1.460009659995543e-08,-4.7087669372558596e-07,7.879093781860954e-07,1.3113021850585939e-07,1.9911877022373754e-07,2.384185791015625e-08,4.76837158203125e-08,2.384185791015625e-08,1.1920928955078126e-08,0.0,0.0,-2.384185791015625e-08,2.920019319991086e-08,6.4015388488769535e-06,8.07169699939027e-06,3.826618194580078e-06,3.2761198370140617e-06,0.0,0.0,0.0,0.0
y_roe pct,1.3709068298339843e-07,4.042583693936627e-08,-6.556510925292969e-08,2.2302015940987713e-08,1.3768672943115235e-06,2.207094885488732e-06,-5.960464477539063e-09,4.6910029339673524e-07,1.519918441772461e-06,4.351547300444598e-07,-1.4126300811767578e-06,3.3696398794895576e-07,1.1920928955078126e-08,2.3841857910156255e-08,-1.0132789611816406e-07,3.240651421324774e-07,2.0503997802734374e-06,1.606828907796806e-06,-7.152557373046875e-07,1.0032366546354763e-06,0.0,0.0,0.0,0.0
y_roe pct_sft_1,-1.1920928955078126e-08,1.5149432453082602e-07,1.1324882507324218e-07,1.7520115919946514e-07,-2.8014183044433595e-07,8.618180328178523e-07,1.0323524475097656e-05,8.376787664465728e-06,5.960464477539063e-08,1.9858278332898236e-07,-3.5762786865234374e-08,7.396741894478117e-08,1.1920928955078126e-08,2.384185791015625e-08,3.5762786865234374e-08,1.0893146325646082e-07,2.086162567138672e-07,2.750868978313047e-07,2.3961067199707033e-06,2.0433703233009616e-06,0.0,0.0,0.0,0.0
y_roe pct_sft_2,5.3644180297851564e-08,2.3268725032738607e-07,3.5762786865234374e-08,4.3800289799866286e-08,,,,,-2.3245811462402343e-07,5.149510161031526e-07,-1.1920928955078126e-08,6.419616707723743e-08,0.0,1.884864366154897e-08,3.5762786865234374e-08,2.5456138258055e-07,5.8710575103759766e-06,2.364734938726112e-06,4.166364669799805e-06,2.315040106135898e-06,0.0,0.0,0.0,0.0
y_roe pct_sft_3,-5.960464477539063e-09,8.085167387873254e-08,5.960464477539063e-09,2.9200193199910855e-08,,,,,-3.218650817871094e-07,1.0339988658108977e-06,-3.814697265625e-07,2.3797112438293847e-07,,,,,,,,,0.0,0.0,0.0,0.0
y_roe_sft_1,7.152557373046875e-08,3.576278686523438e-08,-1.7881393432617187e-08,1.460009659995543e-08,-8.821487426757813e-07,1.4381403948330288e-06,4.0531158447265624e-07,7.202056630608185e-08,1.1920928955078126e-08,1.460009659995543e-08,2.9802322387695312e-08,0.0,0.0,0.0,-1.1920928955078126e-08,2.3841857910156255e-08,3.993511199951172e-07,1.7748377701765455e-06,5.9604644775390625e-06,5.330768321979635e-06,0.0,0.0,0.0,0.0
y_roe_sft_2,1.7881393432617187e-08,3.5762786865234374e-08,-1.7881393432617187e-08,1.460009659995543e-08,,,,,2.9802322387695312e-08,0.0,1.1920928955078126e-08,1.460009659995543e-08,0.0,0.0,0.0,0.0,1.6689300537109375e-06,6.07765739326072e-06,5.9425830841064455e-06,2.551162352931574e-06,0.0,0.0,0.0,0.0
y_roe_sft_3,0.0,0.0,-1.7881393432617187e-08,1.460009659995543e-08,,,,,1.7881393432617187e-08,1.460009659995543e-08,1.7881393432617187e-08,1.460009659995543e-08,,,,,,,,,0.0,0.0,0.0,0.0
