index_ric,tr_indexname,tr_indexjlconstituentchangedate,tr_indexjlconstituentric,tr_indexjlconstituentname,tr_indexjlconstituentcomname,constituent_ric
.IXIC,NASDAQ COMPOSITE,2009-06-09T00:00:00Z,EMIS.OQ^F09,Emisphere,Emisphere Technologies Inc,EMIS.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-11T00:00:00Z,CSAR.OQ^F09,Caraustar Inds,Caraustar Industries Inc,CSAR.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-11T00:00:00Z,NFLD.OQ^F09,Northfield Lab,Northfield Laboratories Inc,NFLD.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-12T00:00:00Z,SWIM.OQ^F09,thinkorswim,thinkorswim Group Inc,SWIM.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-15T00:00:00Z,LGBT.OQ^F09,PlanetOut,PlanetOut Inc,LGBT.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-15T00:00:00Z,QPSA.OQ^F09,Meet Group,Meet Group Inc,QPSA.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-16T00:00:00Z,GMKT.OQ^F09,eBay Korea,eBay Korea Co Ltd,GMKT.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-17T00:00:00Z,MRVC.OQ^F09,MRV Comm,MRV Communications Inc,MRVC.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-17T00:00:00Z,VELC.OQ^F09,Velcro,Velcro Industries NV,VELC.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-18T00:00:00Z,VNUS.OQ^F09,Vnus Med Tech,Vnus Medical Technologies LLC,VNUS.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-19T00:00:00Z,AVZA.OQ^F09,ATI Liquidating,ATI Liquidating Inc,AVZA.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-22T00:00:00Z,GENR.OQ^F09,Genaera,Genaera Corp,GENR.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-22T00:00:00Z,NSTR.OQ^F09,Northstar Neuros,Northstar Neuroscience Inc,NSTR.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-23T00:00:00Z,IVVI.OQ^F09,Montvale Tech,Montvale Technologies Inc,IVVI.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-24T00:00:00Z,AVSR.OQ^F09,Avistar Commns,Avistar Communications Corp,AVSR.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-24T00:00:00Z,CATT.OQ^G09,Catapult Commun,Catapult Communications Corp,CATT.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-25T00:00:00Z,IDMI.OQ^G09,IDM Pharma,Idm Pharma Inc,IDMI.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-26T00:00:00Z,EBHI.OQ^F09,EBHI Holdgs,EBHI Holdings Inc,EBHI.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-26T00:00:00Z,SIRF.OQ^G09,CSR Tech Hld,CSR Technology Holdings Inc,SIRF.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-29T00:00:00Z,EDEN.OQ^G09,EDEN Bioscience,Eden Bioscience Corp,EDEN.OQ
.IXIC,NASDAQ COMPOSITE,2009-06-29T00:00:00Z,CALL.OQ^F09,Fuzebox Software,Fuzebox Software Corp,CALL.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-01T00:00:00Z,COOP.OQ^G09,Coop Bankshares,Cooperative Bankshares Inc,COOP.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-06T00:00:00Z,DWRI.OQ^G09,Design Within,Design Within Reach Inc,DWRI.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-06T00:00:00Z,UPFC.OQ^G09,Utd PanAm Finl,United Panam Financial Corp,UPFC.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-06T00:00:00Z,QEPC.OQ^G09,QEP,QEP Co Inc,QEPC.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-06T00:00:00Z,LIMC.OQ^G09,Limco Piedmont,Limco Piedmont Inc,LIMC.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-08T00:00:00Z,ESCC.OQ^G09,Evans & Sutherl,Evans & Sutherland Computer Corp,ESCC.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-09T00:00:00Z,CXSP.OQ^G09,Chemgenex,Chemgenex Pharmaceuticals Pty Ltd,CXSP.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-10T00:00:00Z,LGTY.OQ^G09,Logility,Logility Inc,LGTY.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-13T00:00:00Z,CGRB.OQ^G09,Janssen Oncology,Janssen Oncology Inc,CGRB.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-17T00:00:00Z,WIND.OQ^G09,Wind River Sys,Wind River Systems Inc,WIND.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-21T00:00:00Z,ETWC.OQ^G09,Merge Eclinical,Merge Eclinical Inc,ETWC.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-21T00:00:00Z,OSCI.OQ^G09,Oscient Pharma,Oscient Pharmaceuticals Corp,OSCI.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-22T00:00:00Z,VIGN.OQ^G09,Vignette Ptnsh,Vignette Partnership LP,VIGN.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-22T00:00:00Z,SUMT.OQ^G09,SumTotal Systems,SumTotal Systems LLC,SUMT.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-22T00:00:00Z,BPUR.OQ^G09,PBBPC,PBBPC Inc,BPUR.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-23T00:00:00Z,PXSL.OQ^G09,Pharmaxis,Pharmaxis Ltd,PXSL.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-24T00:00:00Z,DDUP.OQ^H09,Data Domain,Data Domain LLC,DDUP.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-27T00:00:00Z,BWTR.OQ^G09,BWI Liquidating,BWI Liquidating Corp,BWTR.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-28T00:00:00Z,ENDO.OQ^H09,Endocare,Endocare Inc,ENDO.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-28T00:00:00Z,BORL.OQ^H09,Borland Software,Borland Software Corp,BORL.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-29T00:00:00Z,ENTU.OQ^H09,Entrust Inc,Entrust Inc (Pre-Merger),ENTU.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-30T00:00:00Z,TMCV.OQ^G09,Temecula VB,Temecula Valley Bancorp Inc,TMCV.OQ
.IXIC,NASDAQ COMPOSITE,2009-07-31T00:00:00Z,STOSY.OQ^G09,Santos,Santos Ltd,STOSY.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,NSANY.OQ^H09,Nissan,Nissan Motor Co Ltd,NSANY.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,MTMC.OQ^H09,MTM Tech,MTM Technologies Inc,MTMC.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,FUJI.OQ^H09,Fujifilm,Fujifilm Holdings Corp,FUJI.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,SOAP.OQ^H09,Soapstone,Soapstone Networks Inc,SOAP.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,AAUK.OQ^H09,Anglo Amercn,Anglo American PLC,AAUK.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-03T00:00:00Z,HSVLY.OQ^H09,Evraz Highveld,Evraz Highveld Steel and Vanadium Ltd,HSVLY.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-05T00:00:00Z,MGRM.OQ^H09,Monogram Bio,Monogram Biosciences Inc,MGRM.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-05T00:00:00Z,VEXP.OQ^H09,Velocity Expres,Velocity Express Corp,VEXP.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-05T00:00:00Z,SBKC.OQ^H09,Security Bk,Security Bank Corp,SBKC.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-06T00:00:00Z,RDIB.OQ,Reading Intl,Reading International Inc,RDIB.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-08T00:00:00Z,ASMI.OQ^H09,ASM Intl,ASM International NV,ASMI.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-10T00:00:00Z,NRVN.OQ^H09,SoOum,SoOum Corp,NRVN.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-10T00:00:00Z,ENPT.OQ^H09,Dinco,Dinco Inc,ENPT.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-14T00:00:00Z,PCBI.OQ^H09,Peoples Cmnty,Peoples Community Bancorp Inc,PCBI.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-17T00:00:00Z,ROFO.OQ^H09,Rockford,Rockford Corp,ROFO.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-17T00:00:00Z,XTNT.OQ^H09,Xtent,Xtent Inc,XTNT.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-17T00:00:00Z,SYNX.OQ^H09,Synergx Systems,Synergx Systems Inc,SYNX.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-17T00:00:00Z,CDIC.OQ^H09,CrdiDynamcs,CardioDynamics International Corp,CDIC.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-19T00:00:00Z,LGVN.OQ^H09,Logicvision,Logicvision Inc,LGVN.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-20T00:00:00Z,TPUT.OQ^H09,Barzel,Barzel Industries Inc,TPUT.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-21T00:00:00Z,FSTF.OQ^H09,First St Fincl,First State Financial Corp,FSTF.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-21T00:00:00Z,TAGS.OQ^H09,Tarrant Apparel,Tarrant Apparel Group,TAGS.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-21T00:00:00Z,MDTL.OQ^H09,Medis Technlogis,Medis Technologies Ltd,MDTL.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-26T00:00:00Z,CBON.OQ^H09,Community Bncp,Community Bancorp (Nevada),CBON.OQ
.IXIC,NASDAQ COMPOSITE,2009-08-28T00:00:00Z,NOVN.OQ^I09,Noven Pharma,Noven Pharmaceuticals Inc,NOVN.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-02T00:00:00Z,MEDX.OQ^I09,Medarex,Medarex Inc,MEDX.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-03T00:00:00Z,AXYS.OQ^I09,Axsys Tech,Axsys Technologies Inc,AXYS.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-03T00:00:00Z,ABMC.OQ^I09,Amer Bio Medica,American Bio Medica Corp,ABMC.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-03T00:00:00Z,WGNB.OQ^I09,WGNB,WGNB Corp,WGNB.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-08T00:00:00Z,IPCR.OQ^I09,IPC Holdings,IPC Holdings Ltd,IPCR.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-10T00:00:00Z,HNAB.OQ^I09,Talon,Talon Therapeutics Inc,HNAB.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-10T00:00:00Z,FTGX.OQ^I09,Zayo Colocation,Zayo Colocation LLC,FTGX.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-11T00:00:00Z,TRIN.OQ^I09,Thomson Reut UK,Thomson Reuters UK Ltd,TRIN.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-16T00:00:00Z,NSHA.OQ^I09,Nashua,Nashua Corp,NSHA.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-17T00:00:00Z,FFSX.OQ^I09,Fst Fed Bnkshs,First Federal Bankshares Inc,FFSX.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-21T00:00:00Z,ZILA.OQ^I09,Zila Holding,Zila Holding Inc,ZILA.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-23T00:00:00Z,ZOOM.OQ^J14,Zoom Technlgies,Zoom Technologies Inc,ZOOM.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-24T00:00:00Z,CORS.OQ^I09,Corus Bankshares,Corus Bankshares Inc,CORS.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-28T00:00:00Z,CVLL.OQ^I09,Communty Valley,Community Valley Bancorp,CVLL.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-28T00:00:00Z,RATE.OQ^J09,Baton Hol,Baton Holding LLC,RATE.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-28T00:00:00Z,MDLK.OQ^J09,Medialink Wrldwd,Medialink Worldwide Inc,MDLK.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-29T00:00:00Z,TBHS.OQ^I09,Bank,Bank Holdings,TBHS.OQ
.IXIC,NASDAQ COMPOSITE,2009-09-30T00:00:00Z,RPTP.OQ^J16,Horizon Orphan,Horizon Orphan Holdings LLC,RPTP.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-01T00:00:00Z,FCSX.OQ^J09,FCStone Group,FCStone Group Inc,FCSX.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-01T00:00:00Z,AANB.OQ^J09,Abigail Adams,Abigail Adams National Bancorp Inc,AANB.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-01T00:00:00Z,VUNC.OQ^J09,Supercom,Supercom Ltd,VUNC.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-02T00:00:00Z,GFSI.OQ^J09,Goldleaf Financl,Goldleaf Financial Solutions Inc,GFSI.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-02T00:00:00Z,CRGN.OQ^J09,Curagen,Curagen Corp,CRGN.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-05T00:00:00Z,SPSS.OQ^J09,SPSS,SPSS Inc,SPSS.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-07T00:00:00Z,MMCE.OQ^J09,MMC ENERGY INC,Mmc Energy Inc,MMCE.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-13T00:00:00Z,EPEX.OQ^J09,Edge Pet,Edge Petroleum Corp,EPEX.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-14T00:00:00Z,CHIC.OQ^J09,Charlotte Russe,Charlotte Russe Holding Inc,CHIC.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-14T00:00:00Z,MSCS.OQ^J09,MSC Software,MSC Software Corp,MSCS.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-15T00:00:00Z,CEGE.OQ^J09,Cell Genesys,Cell Genesys Inc,CEGE.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-20T00:00:00Z,ZOOM.OQ^J14,Zoom Technlgies,Zoom Technologies Inc,ZOOM.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-20T00:00:00Z,NXXI.OQ^J09,NXXI,NXXI Inc,NXXI.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-21T00:00:00Z,SEPR.OQ^J09,Sunovion Pharm,Sunovion Pharmaceuticals Inc,SEPR.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-23T00:00:00Z,IPCI.OQ^C19,IntelliPharm Int,Intellipharmaceutics International Inc,IPCI.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-23T00:00:00Z,APAB.OQ^J09,Appalachian,Appalachian Bancshares Inc,APAB.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-26T00:00:00Z,OMTR.OQ^K09,Omniture,Omniture LLC,OMTR.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-26T00:00:00Z,HLTH.OQ^K09,HLTH,Hlth Corp,HLTH.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-28T00:00:00Z,LDIS.OQ^J09,Leadis Tech,Leadis Technology Inc,LDIS.OQ
.IXIC,NASDAQ COMPOSITE,2009-10-29T00:00:00Z,JNPR.N,Juniper Networks,Juniper Networks Inc,JNPR.N
.IXIC,NASDAQ COMPOSITE,2009-10-30T00:00:00Z,GETI.OQ^K09,Chemtrade DE,Chemtrade Delaware Inc,GETI.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-02T00:00:00Z,HRSH.OQ^K09,Hirsch Solutions,Hirsch Solutions Inc,HRSH.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-05T00:00:00Z,GSIG.OQ^K09,Novanta,Novanta Inc,GSIG.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-06T00:00:00Z,JACO.OQ^K09,Jaco Elec,Jaco Electronics Inc,JACO.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-09T00:00:00Z,CYCL.OQ^K09,Centennial Commu,Centennial Communications Corp,CYCL.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-09T00:00:00Z,CSLR.OQ^K09,Consulier Eng,Consulier Engineering Inc,CSLR.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-09T00:00:00Z,ASPM.OQ^K09,Aspect Medical,Aspect Medical Systems Inc,ASPM.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-10T00:00:00Z,CGI.N^D18,Celadon Group,Celadon Group Inc,CGI.N
.IXIC,NASDAQ COMPOSITE,2009-11-10T00:00:00Z,STXX.OQ^K09,South Texas Oil,South Texas Oil Co,STXX.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-11T00:00:00Z,BHIP.OQ^K09,NHTC,Natural Health Trends Corp,BHIP.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-11T00:00:00Z,DECC.OQ^K09,D & E,D & E Communications Inc,DECC.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-12T00:00:00Z,PMRY.OQ^K09,Pomeroy IT Sol,Pomeroy IT Solutions Inc,PMRY.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-16T00:00:00Z,SUAI.OQ^K09,Specialty Undwtr,Specialty Underwriters Alliance Inc,SUAI.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-18T00:00:00Z,UCBH.OQ^K09,UCBH Holdings,UCBH Holdings Inc,UCBH.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-18T00:00:00Z,ADVNA.OQ^K09,Advanta,Advanta Corp,ADVNA.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-18T00:00:00Z,FADV.OQ^K09,First Advantage,First Advantage Corp,FADV.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-18T00:00:00Z,TEC.OQ^K09,Caerus Operating,Caerus Operating LLC,TEC.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-18T00:00:00Z,ADVNB.OQ^K09,Advanta,Advanta Corp,ADVNB.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-19T00:00:00Z,CHOPW.OQ^C11,China Gerui,China Gerui Advanced Materials Group Ltd,CHOPW.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-19T00:00:00Z,AUTCW.OQ^A10,Fincera,Fincera Inc,AUTCW.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-19T00:00:00Z,ARTL.OQ^K09,Nasco Healthcare,Nasco Healthcare Inc,ARTL.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-19T00:00:00Z,CWT.N,Ca Water Serv,California Water Service Group,CWT.N
.IXIC,NASDAQ COMPOSITE,2009-11-20T00:00:00Z,LSTZB.OQ^K11,Starz Acqsn,Starz Acquisition LLC,LSTZB.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-20T00:00:00Z,LSTZA.OQ^K11,Starz Acqsn,Starz Acquisition LLC,LSTZA.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-23T00:00:00Z,ALTU.OQ^K09,Altus Pharma,Altus Pharmaceuticals Inc,ALTU.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-24T00:00:00Z,INDY.OQ,iShares:India 50,iShares India 50 ETF,INDY.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-25T00:00:00Z,IFLO.OQ^L09,I-Flow,I-Flow LLC,IFLO.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-27T00:00:00Z,PRPL.OQ^K09,Purple Com,Purple Communications Inc,PRPL.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-27T00:00:00Z,PLLL.OQ^L09,Parallel Ptrlum,Parallel Petroleum LLC,PLLL.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-30T00:00:00Z,CRFT.OQ^K09,Craftmade Intl,Craftmade International Inc,CRFT.OQ
.IXIC,NASDAQ COMPOSITE,2009-11-30T00:00:00Z,EVTC.OQ^K09,Evotec DE,Evotec SE,EVTC.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-01T00:00:00Z,NYFX.OQ^L09,NYFIX,NYFIX Inc,NYFX.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-03T00:00:00Z,HPRT.OQ^L09,Healthport,Healthport Inc,HPRT.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-07T00:00:00Z,IPCS.OQ^L09,iPCS,iPCS Inc,IPCS.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-07T00:00:00Z,HPGP.OQ^L09,Hiland Hldg GP,Hiland Holdings Gp LP,HPGP.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-07T00:00:00Z,HWFG.OQ^L09,Harrington West,Harrington West Financial Group Inc,HWFG.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-07T00:00:00Z,HLND.OQ^L09,Hiland Partners,Hiland Partners Holdings LLC,HLND.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-14T00:00:00Z,TRAC.OQ^L09,Track Data,Track Data Corp,TRAC.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-14T00:00:00Z,AVCT.OQ^L09,Vertiv IT Sys,Vertiv IT Systems Inc,AVCT.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-16T00:00:00Z,FTLK.OQ^L09,FunTalk,Funtalk China Holdings Ltd,FTLK.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-16T00:00:00Z,PSTA.OQ^L09,Pulmuone,Pulmuone Foods USA Inc,PSTA.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-16T00:00:00Z,ITLN.OQ^L09,Intellon,Intellon Corp,ITLN.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-16T00:00:00Z,GMXR.N^D13,Thunderbird Res,Thunderbird Resources Equity Inc,GMXR.N
.IXIC,NASDAQ COMPOSITE,2009-12-17T00:00:00Z,NTII.OQ^L09,Neurobiol Tech,Neurobiological Technologies Inc,NTII.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-17T00:00:00Z,RVEP.OQ^L09,Cent Energy Ptns,Central Energy Partners LP,RVEP.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-18T00:00:00Z,EGAS.A^H17,Hearthstone,Hearthstone Utilities Inc,EGAS.A
.IXIC,NASDAQ COMPOSITE,2009-12-18T00:00:00Z,BOMK.OQ^L09,Touchstone Bank,Touchstone Bank,BOMK.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-21T00:00:00Z,STAR.OQ^L09,Starent Networks,Starent Networks LLC,STAR.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-21T00:00:00Z,AVGN.OQ^L09,Avigen,Avigen Inc,AVGN.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-21T00:00:00Z,CHRT.OQ^L09,Globalfoundries,Globalfoundries Singapore Pte Ltd,CHRT.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-21T00:00:00Z,SAMB.OQ^L09,Sun American,Sun American Bancorp,SAMB.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-22T00:00:00Z,IBAS.OQ^L09,iBasis,iBasis Inc,IBAS.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-22T00:00:00Z,SMTL.OQ^L09,Semitool,Semitool Inc,SMTL.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-23T00:00:00Z,XBKS.OQ^G16,Xenith,Xenith Bankshares Inc (Pre-Merger),XBKS.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-23T00:00:00Z,MTSI.OQ^A10,MTS Medication,MTS Medication Technologies Inc,MTSI.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-24T00:00:00Z,NRGN.OQ^A10,Neurogen,Neurogen Corp,NRGN.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-24T00:00:00Z,HABC.OQ^L09,Habersham,Habersham Bancorp,HABC.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-24T00:00:00Z,HIST.OQ^L09,Gallery of Histy,Gallery Of History Inc,HIST.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-28T00:00:00Z,TGIC.OQ^L09,Triad Guaranty,Triad Guaranty Inc,TGIC.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-28T00:00:00Z,TLCV.OQ^L09,TLC Vision,TLC Vision Corp,TLCV.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-29T00:00:00Z,ANTF.OQ^L09,Emerald Oil,Emerald Oil Inc,ANTF.OQ
.IXIC,NASDAQ COMPOSITE,2009-12-29T00:00:00Z,AERT.OQ^L09,Moistureshield,Moistureshield Inc,AERT.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-04T00:00:00Z,KS.N^K18,Westrock Paper,Westrock Paper and Packaging LLC,KS.N
.IXIC,NASDAQ COMPOSITE,2010-01-04T00:00:00Z,VIAP.OQ^A10,VIA Pharma,VIA Pharmaceuticals Inc,VIAP.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-06T00:00:00Z,CLZR.OQ^A10,Candela,Candela Corp,CLZR.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-06T00:00:00Z,ANSV.OQ^A10,Anesiva,Anesiva Inc,ANSV.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-06T00:00:00Z,DCGN.OQ^A10,DGI Resolution,DGI Resolution Inc,DCGN.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-07T00:00:00Z,ELRN.OQ^A10,Elron,Elron Electronic Industries Ltd,ELRN.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-07T00:00:00Z,SCLD.OQ^A10,Steelcloud,Steelcloud Inc,SCLD.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-08T00:00:00Z,RGCI.OQ^A10,Townsquare Media,Townsquare Media 2010 Inc,RGCI.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-14T00:00:00Z,MESA.OQ^A10,Mesa Air Group,Mesa Air Group Inc,MESA.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-14T00:00:00Z,ALLI.OQ^A10,Soleo Health,Soleo Health Holdings Inc,ALLI.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-14T00:00:00Z,ECTX.OQ^A10,Cvidya 2010,Cvidya 2010 Ltd,ECTX.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-15T00:00:00Z,GMTN.OQ^A10,Gander Mountain,Gander Mountain Co,GMTN.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-15T00:00:00Z,INVE.OQ,Identiv,Identiv Inc,INVE.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-21T00:00:00Z,HRZB.OQ^A10,Horizon Fincl,Horizon Financial Corp,HRZB.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-21T00:00:00Z,TGEN.OQ^A10,Armata Pharma,Armata Pharmaceuticals Inc,TGEN.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-22T00:00:00Z,CBTE.OQ^A10,Inhibitor,Inhibitor Therapeutics Inc,CBTE.OQ
.IXIC,NASDAQ COMPOSITE,2010-01-25T00:00:00Z,NGLS.N^B16,Targa Rsrcs,Targa Resources Partners LP,NGLS.N
